,image_id,width,height,x,y,w,h,class
9224,11341,1622,626,604,271,10,9,6
9225,11341,1622,626,604,262,10,7,6
9226,11341,1622,626,604,252,11,9,6
9227,10369,1622,626,1269,54,21,16,1
9228,10369,1622,626,1267,71,19,16,7
9229,11343,1622,626,1573,208,48,34,6
9230,10424,1622,626,699,118,26,27,5
9231,9488,1622,626,868,184,28,29,2
9232,9488,1622,626,680,199,5,4,1
9233,9488,1622,626,680,205,5,5,7
9234,11348,1622,626,736,241,14,15,7
9235,9812,1622,626,705,427,10,9,6
9236,11349,1622,626,896,395,13,11,6
9237,10594,1622,626,241,176,29,28,1
9238,10594,1622,626,245,207,30,28,7
9239,9233,1622,626,759,367,14,13,6
9240,8960,1622,626,740,493,12,12,6
9241,9236,1622,626,1033,231,44,39,6
9242,9236,1622,626,1031,273,44,37,6
9243,9236,1622,626,648,285,6,6,3
9244,9861,1622,626,1133,392,9,8,6
9245,11355,1622,626,877,365,43,37,6
9246,11355,1622,626,792,424,15,13,6
9247,9647,1622,626,813,132,74,70,6
9248,11134,1622,626,736,420,19,21,1
9249,11134,1622,626,1046,415,13,13,4
9250,10741,1622,626,610,132,30,31,5
9251,10741,1622,626,479,124,32,33,5
9252,10741,1622,626,333,114,37,34,5
9253,10843,1622,626,733,491,24,26,6
9254,9935,1622,626,616,232,28,29,1
9255,9935,1622,626,613,264,32,29,7
9256,11363,1622,626,751,396,22,24,1
9257,11045,1622,626,710,434,15,14,6
9258,10011,1622,626,922,349,85,71,6
9259,10011,1622,626,917,275,84,72,6
9260,10753,1622,626,694,271,9,9,1
9261,10753,1622,626,694,282,9,9,7
9262,11206,1622,626,855,331,6,5,1
9263,10573,1622,626,924,421,7,6,1
9264,9147,1622,626,1326,50,15,12,1
9265,9147,1622,626,1324,63,14,13,7
9266,11371,1622,626,596,417,13,10,6
9267,11372,1622,626,475,269,11,10,1
9268,11372,1622,626,475,280,12,12,7
9269,11146,1622,626,702,536,11,10,3
9270,9088,1622,626,675,274,21,19,6
9271,9969,1622,626,563,357,23,22,1
9272,9969,1622,626,561,380,22,21,7
9273,9198,1622,626,993,177,21,21,6
9274,8983,1622,626,467,105,59,60,1
9275,8983,1622,626,468,166,59,60,7
9276,10778,1622,626,671,192,8,8,1
9277,10778,1622,626,672,201,8,7,7
9278,9202,1622,626,880,406,12,11,6
9279,9202,1622,626,668,366,6,6,1
9280,9202,1622,626,668,374,6,6,7
9281,10628,1622,626,421,251,28,23,6
9282,11378,1622,626,840,389,8,6,6
9283,11379,1622,626,710,325,11,38,5
9284,11379,1622,626,1423,328,49,30,6
9285,11380,1622,626,644,225,25,22,6
9286,11383,1622,626,571,499,8,8,1
9287,11383,1622,626,571,507,8,8,7
9288,11384,1622,626,1004,413,17,16,6
9289,9104,1622,626,863,511,22,22,6
9290,9871,1622,626,373,345,20,28,2
9291,9871,1622,626,835,390,20,21,2
9292,9610,1622,626,964,253,18,18,6
9293,11389,1622,626,1314,307,41,30,6
9294,10663,1622,626,1190,139,81,81,2
9295,8823,1622,626,919,354,13,11,6
9296,10283,1622,626,833,291,14,14,4
9297,10283,1622,626,852,294,14,14,4
9298,10283,1622,626,872,297,14,15,4
9299,10283,1622,626,764,316,15,14,6
9300,10006,1622,626,705,416,11,10,6
9301,10006,1622,626,718,415,11,10,6
9302,9281,1622,626,787,479,12,9,6
9303,11244,1622,626,1340,120,117,118,6
9304,11244,1622,626,803,261,23,20,6
9305,11244,1622,626,672,274,7,6,6
9306,11355,1622,626,878,364,42,38,6
9307,11355,1622,626,793,423,15,14,6
9308,11088,1622,626,480,349,18,15,5
9309,11397,1622,626,1248,358,22,23,2
9310,11397,1622,626,832,402,8,9,2
9311,11397,1622,626,361,389,20,19,1
9312,10040,1622,626,696,143,35,38,2
9313,10040,1622,626,696,182,35,38,7
9314,11401,1622,626,804,407,6,6,1
9315,10185,1622,626,1265,24,146,103,6
9316,11403,1622,626,243,397,11,9,1
9317,11403,1622,626,241,407,11,9,7
9318,9130,1622,626,1144,196,45,34,6
9319,9130,1622,626,1080,234,24,21,2
9320,11407,1622,626,675,502,18,18,6
9321,11407,1622,626,656,503,9,9,6
9322,9394,1622,626,997,322,12,11,6
9323,10113,1622,626,1038,301,23,18,6
9324,11408,1622,626,708,340,12,13,2
9325,11408,1622,626,707,314,13,13,2
9326,11410,1622,626,1154,417,20,18,6
9327,10029,1622,626,856,421,15,14,1
9328,11411,1622,626,191,325,28,29,1
9329,11411,1622,626,855,359,19,19,2
9330,11411,1622,626,798,412,8,7,6
9331,9953,1622,626,822,349,12,12,2
9332,8764,1622,626,895,384,45,39,6
9333,11415,1622,626,991,190,33,36,6
9334,9646,1622,626,1448,114,50,49,6
9335,11416,1622,626,1009,343,22,23,4
9336,11416,1622,626,425,374,9,8,1
9337,11417,1622,626,1304,397,34,25,6
9338,11417,1622,626,1043,424,15,14,7
9339,11418,1622,626,580,455,9,9,6
9340,11419,1622,626,852,419,52,55,5
9341,11419,1622,626,712,434,16,15,6
9342,11419,1622,626,698,428,13,12,6
9343,11419,1622,626,642,440,5,4,6
9344,9935,1622,626,615,233,29,29,1
9345,9935,1622,626,614,264,30,30,7
9346,9586,1622,626,882,321,16,15,2
9347,9178,1622,626,674,291,16,16,4
9348,9178,1622,626,673,309,18,18,5
9349,10657,1622,626,1188,241,58,53,2
9350,10657,1622,626,1188,298,53,46,6
9351,10039,1622,626,839,237,19,20,2
9352,10039,1622,626,839,258,20,18,5
9353,10658,1622,626,863,181,34,37,7
9354,11422,1622,626,907,428,28,24,6
9355,11423,1622,626,590,222,30,30,1
9356,11423,1622,626,591,254,30,30,7
9357,9116,1622,626,703,240,10,9,5
9358,11425,1622,626,554,246,22,23,1
9359,11425,1622,626,447,214,15,13,1
9360,11425,1622,626,379,215,16,15,1
9361,11425,1622,626,528,212,14,12,1
9362,11425,1622,626,670,210,13,13,1
9363,11425,1622,626,765,210,13,14,1
9364,11425,1622,626,829,210,12,13,1
9365,11425,1622,626,892,210,12,11,1
9366,11425,1622,626,998,236,19,20,1
9367,11425,1622,626,996,256,24,20,7
9368,11425,1622,626,1262,238,16,16,5
9369,11425,1622,626,1427,218,29,24,4
9370,11425,1622,626,1038,251,9,10,5
9371,11425,1622,626,1037,240,10,10,5
9372,10601,1622,626,1245,351,16,16,1
9373,10601,1622,626,323,317,11,11,1
9374,11427,1622,626,478,476,11,11,5
9375,8953,1622,626,580,235,7,7,2
9376,8953,1622,626,581,243,8,7,5
9377,11431,1622,626,1115,356,115,113,6
9378,11432,1622,626,841,211,29,30,2
9379,10347,1622,626,803,342,19,18,6
9380,8916,1622,626,844,230,16,16,2
9381,8916,1622,626,846,248,12,12,5
9382,8916,1622,626,828,232,13,12,4
9383,8916,1622,626,809,231,15,16,4
9384,8916,1622,626,983,315,8,7,2
9385,10790,1622,626,602,304,19,17,1
9386,10790,1622,626,601,321,17,17,7
9387,10100,1622,626,771,238,18,32,3
9388,10100,1622,626,774,270,14,26,6
9389,10902,1622,626,286,382,31,25,1
9390,10902,1622,626,281,409,31,25,7
9391,10285,1622,626,896,217,21,20,6
9392,11174,1622,626,827,312,6,6,2
9393,11174,1622,626,829,297,6,6,2
9394,11174,1622,626,574,281,12,12,1
9395,11174,1622,626,574,293,14,12,7
9396,11437,1622,626,1073,418,27,26,6
9397,11437,1622,626,989,431,17,16,4
9398,10342,1622,626,673,331,50,52,7
9399,10342,1622,626,493,336,7,6,1
9400,10342,1622,626,493,344,7,6,7
9401,11440,1622,626,697,380,6,7,1
9402,11440,1622,626,802,385,6,6,6
9403,11441,1622,626,803,465,7,8,2
9404,11441,1622,626,803,474,7,7,5
9405,9643,1622,626,753,414,10,9,5
9406,10160,1622,626,1465,316,23,17,6
9407,11445,1622,626,763,300,16,14,6
9408,11447,1622,626,827,310,33,30,6
9409,11448,1622,626,840,347,7,6,6
9410,11451,1622,626,1096,402,13,11,6
9411,8997,1622,626,868,383,12,12,6
9412,11454,1622,626,904,254,15,14,6
9413,9983,1622,626,743,246,11,11,2
9414,9004,1622,626,1131,69,60,46,6
9415,11457,1622,626,792,200,14,15,2
9416,11457,1622,626,686,201,5,4,1
9417,11457,1622,626,687,207,4,4,7
9418,9038,1622,626,694,423,14,12,6
9419,10246,1622,626,1126,506,62,66,6
9420,11458,1622,626,580,278,34,31,6
9421,11458,1622,626,579,311,35,28,6
9422,11458,1622,626,881,293,24,22,6
9423,11458,1622,626,881,316,24,20,6
9424,10238,1622,626,974,248,21,18,6
9425,9254,1622,626,802,190,9,9,5
9426,9254,1622,626,801,201,10,8,2
9427,9017,1622,626,916,292,34,34,3
9428,11460,1622,626,443,245,11,12,1
9429,10453,1622,626,510,451,12,11,6
9430,9998,1622,626,798,209,18,18,2
9431,9998,1622,626,742,212,7,7,6
9432,10899,1622,626,902,31,103,114,2
9433,10899,1622,626,910,148,76,75,6
9434,10899,1622,626,528,227,16,16,5
9435,10899,1622,626,591,230,14,15,5
9436,10899,1622,626,652,232,13,14,5
9437,11462,1622,626,884,396,10,10,6
9438,10775,1622,626,569,451,10,9,6
9439,11463,1622,626,808,278,19,20,5
9440,11463,1622,626,831,277,19,19,5
9441,11463,1622,626,807,255,7,8,4
9442,11463,1622,626,823,255,7,6,4
9443,11463,1622,626,839,254,7,7,4
9444,11464,1622,626,748,238,27,26,6
9445,10772,1622,626,987,250,17,15,6
9446,10772,1622,626,945,253,6,6,6
9447,9405,1622,626,899,299,15,15,2
9448,9405,1622,626,770,314,14,13,2
9449,11309,1622,626,808,340,13,14,7
9450,10084,1622,626,1545,121,33,25,7
9451,11465,1622,626,620,426,11,11,5
9452,11466,1622,626,568,421,15,12,6
9453,11466,1622,626,485,421,5,5,1
9454,11467,1622,626,1054,364,28,24,6
9455,11468,1622,626,665,495,12,10,6
9456,11469,1622,626,452,294,36,31,1
9457,11470,1622,626,378,336,14,13,2
9458,11470,1622,626,378,351,14,14,4
9459,11470,1622,626,379,366,14,10,6
9460,11470,1622,626,535,356,12,12,1
9461,11470,1622,626,534,369,13,12,7
9462,11470,1622,626,684,326,8,9,4
9463,11470,1622,626,696,325,9,10,4
9464,11470,1622,626,709,324,10,10,4
9465,11470,1622,626,846,352,10,10,2
9466,11470,1622,626,846,364,11,11,5
9467,11470,1622,626,891,364,9,10,6
9468,11470,1622,626,1084,350,13,20,4
9469,10753,1622,626,694,271,10,10,1
9470,10753,1622,626,694,281,9,10,7
9471,8770,1622,626,1525,116,24,17,3
9472,10218,1622,626,1115,309,58,62,4
9473,10218,1622,626,1178,309,51,62,4
9474,11287,1622,626,1018,345,13,11,6
9475,11287,1622,626,1002,354,9,9,6
9476,10697,1622,626,733,474,8,9,1
9477,8763,1622,626,685,438,10,10,6
9478,11472,1622,626,618,225,16,15,5
9479,11473,1622,626,866,336,27,24,6
9480,11474,1622,626,814,310,32,33,6
9481,9647,1622,626,812,128,75,75,6
9482,9299,1622,626,758,395,15,13,6
9483,9299,1622,626,648,398,6,6,1
9484,9299,1622,626,648,404,7,7,7
9485,11481,1622,626,1368,287,136,127,6
9486,11483,1622,626,652,397,93,83,6
9487,11483,1622,626,338,436,18,15,5
9488,11485,1622,626,922,254,19,17,2
9489,11485,1622,626,923,287,18,17,2
9490,8738,1622,626,1133,434,15,12,6
9491,8738,1622,626,1291,415,45,33,6
9492,11489,1622,626,757,431,19,19,6
9493,11490,1622,626,458,72,17,16,1
9494,11490,1622,626,460,89,18,16,7
9495,11490,1622,626,661,123,12,13,2
9496,11490,1622,626,616,60,9,9,4
9497,11490,1622,626,627,60,9,9,4
9498,11490,1622,626,639,60,10,10,4
9499,9894,1622,626,1,222,117,109,1
9500,10614,1622,626,817,72,21,23,1
9501,10614,1622,626,816,96,21,22,7
9502,11111,1622,626,782,258,8,15,3
9503,11111,1622,626,782,273,7,14,6
9504,11491,1622,626,227,120,224,201,5
9505,11491,1622,626,233,0,209,107,4
9506,8768,1622,626,962,394,24,22,6
9507,8768,1622,626,938,393,21,18,6
9508,8768,1622,626,916,389,21,20,6
9509,9855,1622,626,1525,89,27,18,4
9510,11493,1622,626,1204,370,45,39,7
9511,9943,1622,626,347,437,13,11,6
9512,11077,1622,626,728,218,22,23,2
9513,9000,1622,626,1218,120,85,62,6
9514,11496,1622,626,775,384,14,14,2
9515,11496,1622,626,312,382,19,14,1
9516,8920,1622,626,575,262,26,26,4
9517,8920,1622,626,609,266,24,27,4
9518,8920,1622,626,638,272,22,23,4
9519,10972,1622,626,865,276,22,22,2
9520,10972,1622,626,0,307,36,35,1
9521,10073,1622,626,472,422,8,8,1
9522,10073,1622,626,472,430,8,7,7
9523,10073,1622,626,590,425,17,16,6
9524,11502,1622,626,815,286,13,13,2
9525,10346,1622,626,1233,372,35,28,6
9526,9577,1622,626,949,300,56,46,6
9527,9607,1622,626,568,271,10,10,5
9528,9607,1622,626,584,278,9,9,2
9529,9607,1622,626,584,288,8,8,3
9530,9607,1622,626,629,296,5,6,5
9531,11503,1622,626,967,286,23,23,4
9532,11503,1622,626,969,260,23,24,2
9533,11503,1622,626,568,261,18,18,1
9534,11503,1622,626,567,281,19,20,7
9535,10747,1622,626,1181,242,27,22,6
9536,10656,1622,626,574,232,14,14,1
9537,10656,1622,626,926,264,11,10,2
9538,9192,1622,626,490,484,17,16,5
9539,10526,1622,626,859,210,22,22,3
9540,11505,1622,626,554,343,17,14,6
9541,11507,1622,626,837,360,21,18,6
9542,11508,1622,626,489,192,67,62,3
9543,11508,1622,626,495,255,50,47,6
9544,11508,1622,626,962,237,51,51,3
9545,10868,1622,626,1049,408,13,12,5
9546,10868,1622,626,1068,407,13,13,5
9547,9621,1622,626,1297,416,26,19,6
9548,9621,1622,626,1241,416,12,12,6
9549,9836,1622,626,1057,308,25,25,2
9550,9836,1622,626,724,313,10,9,5
9551,10547,1622,626,934,312,8,7,6
9552,10547,1622,626,828,314,4,5,1
9553,10164,1622,626,174,525,33,24,5
9554,10164,1622,626,353,394,47,50,6
9555,11325,1622,626,863,294,10,9,5
9556,11325,1622,626,719,296,10,10,7
9557,11228,1622,626,874,363,7,7,2
9558,8858,1622,626,664,419,18,17,6
9559,9987,1622,626,1193,57,33,29,1
9560,9987,1622,626,1188,88,33,27,7
9561,9987,1622,626,1495,118,25,20,6
9562,9987,1622,626,1443,122,12,8,6
9563,9987,1622,626,1441,131,10,8,6
9564,11521,1622,626,584,450,10,10,6
9565,10187,1622,626,756,375,4,4,1
9566,10187,1622,626,756,381,4,4,7
9567,10187,1622,626,819,382,4,4,2
9568,11522,1622,626,786,324,46,41,6
9569,9458,1622,626,991,276,25,24,2
9570,10654,1622,626,970,257,18,19,2
9571,10654,1622,626,970,291,19,19,2
9572,10209,1622,626,673,373,5,5,1
9573,10209,1622,626,672,379,5,6,7
9574,10372,1622,626,1146,191,35,30,2
9575,11524,1622,626,563,178,7,7,1
9576,11524,1622,626,564,187,7,7,7
9577,11098,1622,626,757,260,11,11,2
9578,11098,1622,626,757,239,12,11,2
9579,9735,1622,626,787,255,23,20,6
9580,9735,1622,626,740,268,12,13,6
9581,10877,1622,626,1141,118,86,84,6
9582,10997,1622,626,755,400,30,32,6
9583,10997,1622,626,845,395,66,59,6
9584,10997,1622,626,643,434,7,7,6
9585,8784,1622,626,678,326,17,14,6
9586,10928,1622,626,929,394,40,36,6
9587,10230,1622,626,882,238,60,56,6
9588,9101,1622,626,797,287,8,9,2
9589,10273,1622,626,440,426,10,10,1
9590,10273,1622,626,438,437,10,11,7
9591,10273,1622,626,1521,370,27,20,5
9592,10273,1622,626,1555,367,27,21,5
9593,9993,1622,626,946,309,8,8,6
9594,11535,1622,626,637,323,21,20,6
9595,11535,1622,626,494,330,4,4,1
9596,11535,1622,626,493,335,5,5,7
9597,9883,1622,626,697,441,29,26,6
9598,9595,1622,626,1095,386,31,28,5
9599,11541,1622,626,737,349,18,18,2
9600,11544,1622,626,583,491,6,6,1
9601,11544,1622,626,583,499,6,6,7
9602,10713,1622,626,545,252,14,13,2
9603,11546,1622,626,1079,405,50,51,6
9604,11548,1622,626,446,383,17,15,1
9605,11548,1622,626,443,400,19,16,7
9606,9750,1622,626,749,184,29,29,2
9607,9750,1622,626,848,85,44,45,5
9608,9995,1622,626,885,383,15,15,6
9609,11407,1622,626,675,504,18,17,6
9610,11407,1622,626,655,504,10,8,6
9611,11558,1622,626,1444,104,13,11,6
9612,10601,1622,626,1244,352,17,14,1
9613,10601,1622,626,323,318,11,11,1
9614,11306,1622,626,879,255,23,21,6
9615,10530,1622,626,647,512,10,10,1
9616,10530,1622,626,646,524,11,10,7
9617,10530,1622,626,754,531,6,5,6
9618,9410,1622,626,641,189,11,11,1
9619,9410,1622,626,642,202,10,11,7
9620,9971,1622,626,881,163,28,25,6
9621,10380,1622,626,1221,417,25,19,6
9622,10528,1622,626,1085,348,24,29,6
9623,11565,1622,626,689,357,19,17,6
9624,11131,1622,626,1521,124,34,21,6
9625,11131,1622,626,1433,135,12,8,6
9626,11131,1622,626,1312,120,13,9,1
9627,11131,1622,626,1311,132,11,7,7
9628,11567,1622,626,847,309,21,21,2
9629,9563,1622,626,849,284,13,12,4
9630,9563,1622,626,912,282,18,17,5
9631,9563,1622,626,1350,229,20,25,1
9632,11469,1622,626,454,295,34,30,1
9633,10994,1622,626,1040,335,39,33,6
9634,9619,1622,626,1444,129,23,17,6
9635,10424,1622,626,699,118,26,27,5
9636,10100,1622,626,772,239,16,30,3
9637,10100,1622,626,774,272,13,22,6
9638,11572,1622,626,976,340,21,37,2
9639,11572,1622,626,980,299,21,39,5
9640,11572,1622,626,857,332,16,18,2
9641,10610,1622,626,758,424,27,27,6
9642,9984,1622,626,205,400,26,21,5
9643,9984,1622,626,1033,415,7,7,1
9644,10696,1622,626,755,239,13,11,6
9645,10696,1622,626,555,241,7,6,1
9646,10696,1622,626,555,249,9,8,7
9647,10696,1622,626,1529,108,92,131,6
9648,11573,1622,626,1209,213,15,12,6
9649,10168,1622,626,849,274,19,18,6
9650,10168,1622,626,724,281,5,4,1
9651,10168,1622,626,724,287,4,4,7
9652,10931,1622,626,182,331,15,13,1
9653,11464,1622,626,749,238,25,24,6
9654,10346,1622,626,1236,375,29,25,6
9655,8859,1622,626,976,306,11,11,6
9656,11579,1622,626,745,486,16,11,6
9657,11579,1622,626,732,489,9,8,6
9658,10389,1622,626,552,194,25,27,1
9659,10389,1622,626,553,223,27,26,7
9660,11582,1622,626,615,443,15,14,5
9661,11582,1622,626,639,456,11,10,2
9662,11582,1622,626,749,477,10,9,6
9663,10245,1622,626,108,169,75,53,1
9664,10245,1622,626,112,227,76,55,7
9665,10245,1622,626,687,274,35,32,6
9666,10245,1622,626,567,300,7,5,6
9667,9816,1622,626,857,266,39,35,4
9668,9816,1622,626,808,110,28,30,4
9669,10852,1622,626,630,448,22,22,6
9670,10635,1622,626,520,472,16,15,1
9671,10635,1622,626,520,489,14,15,7
9672,8658,1622,626,438,184,11,10,1
9673,8658,1622,626,439,195,10,9,7
9674,11585,1622,626,824,324,12,12,3
9675,11585,1622,626,866,344,7,8,3
9676,11585,1622,626,844,356,5,4,6
9677,11585,1622,626,844,351,5,4,6
9678,11585,1622,626,378,351,12,8,6
9679,11585,1622,626,380,340,10,8,6
9680,11474,1622,626,814,314,31,28,6
9681,11587,1622,626,818,297,30,27,6
9682,11481,1622,626,1376,284,125,127,6
9683,10372,1622,626,1146,191,34,30,2
9684,11230,1622,626,882,252,11,12,5
9685,11590,1622,626,303,237,22,21,7
9686,11590,1622,626,697,260,13,13,2
9687,11590,1622,626,698,245,13,12,4
9688,11591,1622,626,845,394,9,8,6
9689,11010,1622,626,929,370,15,14,6
9690,11592,1622,626,660,291,23,20,6
9691,9717,1622,626,1001,255,29,31,2
9692,9666,1622,626,891,297,16,12,6
9693,10978,1622,626,693,298,14,13,5
9694,10978,1622,626,693,327,14,14,2
9695,11596,1622,626,795,314,14,14,1
9696,11596,1622,626,1061,327,16,13,6
9697,10877,1622,626,1147,126,76,74,6
9698,11599,1622,626,1276,261,57,47,2
9699,9793,1622,626,1263,76,21,18,1
9700,9793,1622,626,1257,95,22,17,7
9701,11603,1622,626,612,249,35,31,6
9702,8584,1622,626,519,395,50,48,5
9703,11604,1622,626,901,323,11,11,6
9704,10626,1622,626,430,237,18,17,1
9705,10626,1622,626,432,256,17,15,7
9706,11605,1622,626,894,256,10,9,6
9707,11606,1622,626,1211,112,15,25,2
9708,11606,1622,626,839,147,11,12,2
9709,11606,1622,626,326,139,12,12,1
9710,9334,1622,626,322,314,15,12,3
9711,11135,1622,626,815,272,24,23,4
9712,11135,1622,626,846,273,23,24,4
9713,11135,1622,626,876,275,24,24,4
9714,10591,1622,626,1009,414,20,18,6
9715,11613,1622,626,857,422,54,48,6
9716,11063,1622,626,659,352,14,12,6
9717,9012,1622,626,869,224,25,22,6
9718,11615,1622,626,1214,182,113,99,6
9719,11615,1622,626,715,281,5,5,1
9720,11615,1622,626,715,287,5,5,7
9721,11214,1622,626,548,456,13,12,1
9722,11214,1622,626,548,469,12,11,7
9723,8847,1622,626,1120,328,25,20,6
9724,11460,1622,626,444,247,11,10,1
9725,11422,1622,626,908,429,25,23,6
9726,9391,1622,626,1081,279,129,113,5
9727,9391,1622,626,803,465,17,17,5
9728,9391,1622,626,802,445,17,17,5
9729,9391,1622,626,706,444,12,11,4
9730,9391,1622,626,707,457,11,11,5
9731,9391,1622,626,234,420,43,45,1
9732,9391,1622,626,219,469,43,47,7
9733,9391,1622,626,334,384,21,22,1
9734,9391,1622,626,209,386,21,22,1
9735,9391,1622,626,86,389,21,22,1
9736,9960,1622,626,288,218,26,22,5
9737,11620,1622,626,662,97,8,9,2
9738,9303,1622,626,695,368,29,29,3
9739,9303,1622,626,655,389,11,9,6
9740,9303,1622,626,627,383,4,4,1
9741,9303,1622,626,627,388,5,4,7
9742,9710,1622,626,1494,97,23,18,6
9743,9678,1622,626,1429,394,32,22,6
9744,9678,1622,626,1365,390,29,22,2
9745,10778,1622,626,671,192,8,8,1
9746,10778,1622,626,671,201,8,8,7
9747,11624,1622,626,1031,265,19,16,6
9748,9309,1622,626,1119,187,63,62,2
9749,11625,1622,626,805,270,21,22,2
9750,8685,1622,626,670,203,12,11,6
9751,11046,1622,626,703,369,11,11,1
9752,11046,1622,626,703,380,11,11,7
9753,11631,1622,626,1036,322,100,127,2
9754,11633,1622,626,233,203,72,86,1
9755,11633,1622,626,935,310,8,7,6
9756,11053,1622,626,412,305,14,11,6
9757,10183,1622,626,572,238,49,54,2
9758,10183,1622,626,574,177,47,57,5
9759,9179,1622,626,578,355,10,10,5
9760,9179,1622,626,626,345,14,15,6
9761,9501,1622,626,839,227,13,12,6
9762,9311,1622,626,461,267,29,26,1
9763,9311,1622,626,461,296,29,28,7
9764,11640,1622,626,692,411,17,15,6
9765,10232,1622,626,595,413,22,20,6
9766,11642,1622,626,459,326,14,13,7
9767,10538,1622,626,669,87,27,31,4
9768,10538,1622,626,669,124,27,31,5
9769,8666,1622,626,969,251,23,23,2
9770,9395,1622,626,692,177,28,27,5
9771,9395,1622,626,691,230,26,24,6
9772,10594,1622,626,241,177,29,27,1
9773,10594,1622,626,245,206,30,28,7
9774,9147,1622,626,1326,50,15,12,1
9775,9147,1622,626,1324,64,13,12,7
9776,11178,1622,626,720,19,26,27,4
9777,11178,1622,626,671,25,24,26,4
9778,11178,1622,626,622,31,24,25,4
9779,11178,1622,626,691,94,60,62,5
9780,11178,1622,626,622,100,58,62,5
9781,11652,1622,626,732,380,7,7,1
9782,11652,1622,626,731,389,7,8,7
9783,10039,1622,626,840,238,19,18,2
9784,10039,1622,626,839,258,18,18,5
9785,8791,1622,626,766,337,11,12,1
9786,10825,1622,626,718,347,26,24,6
9787,11659,1622,626,1007,210,47,40,6
9788,11659,1622,626,837,262,6,5,6
9789,11659,1622,626,861,249,14,13,6
9790,11659,1622,626,849,255,11,9,6
9791,8993,1622,626,897,269,32,33,2
9792,11660,1622,626,904,115,33,36,6
9793,11660,1622,626,943,115,37,39,6
9794,11660,1622,626,984,113,43,42,6
9795,10258,1622,626,829,386,16,16,4
9796,10258,1622,626,851,386,17,17,4
9797,10258,1622,626,874,388,15,16,4
9798,11661,1622,626,704,399,16,17,1
9799,11661,1622,626,1008,402,12,12,4
9800,11661,1622,626,97,384,25,20,2
9801,11661,1622,626,94,413,23,19,5
9802,11116,1622,626,799,453,10,9,6
9803,10173,1622,626,1440,140,10,7,6
9804,10173,1622,626,1493,129,23,14,6
9805,9594,1622,626,1261,395,21,15,6
9806,9594,1622,626,992,403,4,5,1
9807,11666,1622,626,1036,382,59,65,6
9808,10531,1622,626,1081,297,64,78,6
9809,10941,1622,626,687,475,12,10,6
9810,9727,1622,626,476,253,10,9,1
9811,9727,1622,626,477,264,10,9,7
9812,11668,1622,626,1151,429,13,11,6
9813,11668,1622,626,1184,437,9,6,6
9814,11466,1622,626,568,420,15,13,6
9815,11466,1622,626,485,421,5,4,1
9816,11466,1622,626,485,426,4,4,7
9817,9115,1622,626,402,187,12,23,5
9818,9115,1622,626,405,213,13,23,2
9819,9115,1622,626,764,193,11,11,3
9820,9114,1622,626,928,366,10,8,6
9821,11671,1622,626,862,292,20,21,2
9822,10144,1622,626,602,278,9,10,5
9823,10144,1622,626,621,279,10,10,5
9824,11672,1622,626,775,298,25,24,2
9825,10620,1622,626,966,446,14,12,6
9826,10926,1622,626,748,417,9,9,4
9827,10926,1622,626,760,417,9,9,4
9828,10926,1622,626,773,418,9,9,4
9829,11673,1622,626,942,298,23,23,2
9830,11673,1622,626,941,256,22,24,2
9831,10834,1622,626,731,425,32,33,2
9832,11681,1622,626,1252,328,8,7,6
9833,9634,1622,626,893,146,37,34,6
9834,11503,1622,626,969,261,22,22,2
9835,11503,1622,626,967,287,24,22,4
9836,11503,1622,626,568,262,17,18,1
9837,11503,1622,626,568,282,18,18,7
9838,9198,1622,626,992,175,24,23,6
9839,10030,1622,626,1481,83,22,15,6
9840,10030,1622,626,1276,100,12,10,6
9841,10030,1622,626,1291,100,11,10,6
9842,10030,1622,626,1305,100,13,10,6
9843,8920,1622,626,575,263,25,26,4
9844,8920,1622,626,608,265,24,28,4
9845,8920,1622,626,638,270,23,25,4
9846,10966,1622,626,885,151,57,59,7
9847,11690,1622,626,1082,7,42,42,1
9848,11690,1622,626,1075,49,41,41,7
9849,10795,1622,626,632,277,19,17,6
9850,8712,1622,626,675,492,9,8,6
9851,8712,1622,626,645,493,7,5,6
9852,11053,1622,626,412,306,14,11,6
9853,11692,1622,626,527,453,9,12,1
9854,10112,1622,626,1399,438,43,36,6
9855,11178,1622,626,623,102,58,60,5
9856,11178,1622,626,690,92,62,65,5
9857,11178,1622,626,622,30,25,26,4
9858,11178,1622,626,671,24,25,26,4
9859,11178,1622,626,720,19,27,26,4
9860,9912,1622,626,709,285,8,7,6
9861,10006,1622,626,705,416,11,10,6
9862,10006,1622,626,719,415,11,10,6
9863,11697,1622,626,938,304,19,20,3
9864,11697,1622,626,993,304,5,12,1
9865,11697,1622,626,828,308,8,8,2
9866,9103,1622,626,720,428,19,16,6
9867,11698,1622,626,1047,209,36,46,4
9868,11698,1622,626,1092,217,33,44,4
9869,11698,1622,626,1134,222,31,43,4
9870,8811,1622,626,646,217,6,6,4
9871,8811,1622,626,655,216,6,6,4
9872,8811,1622,626,665,216,7,7,4
9873,11702,1622,626,842,220,11,10,2
9874,11702,1622,626,1356,196,15,16,2
9875,8764,1622,626,895,385,43,38,6
9876,9340,1622,626,1227,274,26,25,5
9877,11704,1622,626,655,487,8,7,6
9878,11672,1622,626,776,299,22,22,2
9879,10843,1622,626,733,491,23,25,6
9880,11088,1622,626,480,349,17,15,5
9881,11063,1622,626,659,352,13,11,6
9882,9949,1622,626,759,307,15,14,6
